player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
A. van der Heide,3epda2hg43s8uxvf9xno74d4a,De Graafschap,xcevba75jfkrg4s6tl89zl3y,5,1,Striker,Centre/Right,NaN,15,4,2,4,1,1,1,17,20,2,45,8,6,2,22,14,16,3,NaN,3,1,NaN,NaN,NaN,2,3,1,1,NaN,NaN,2,1,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,12,NLD,Eerste_Divisie
B. Boersma,aka769o7p2oz9ads8n1vhu2ok,De Graafschap,xcevba75jfkrg4s6tl89zl3y,2,1,Substitute,NaN,Attacker,1,2,2,NaN,NaN,NaN,1,1,2,NaN,10,1,1,1,2,1,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,2,NLD,Eerste_Divisie
S. Bultman,4umvca76vxg5904ytudgeeqc,De Graafschap,xcevba75jfkrg4s6tl89zl3y,NaN,NaN,Substitute,NaN,Defender,1,NaN,1,NaN,1,NaN,NaN,NaN,4,2,6,2,2,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,3,NLD,Eerste_Divisie
D. Eijken,79hoaf1tn42zsgd2esf8z6ln8,De Graafschap,xcevba75jfkrg4s6tl89zl3y,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
T. Jansen,47cwl8v6hogomj2gytwigfis5,De Graafschap,xcevba75jfkrg4s6tl89zl3y,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
R. Jonkers,8mivgwkakjt86f1glktfueq6s,De Graafschap,xcevba75jfkrg4s6tl89zl3y,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
N. Kaninda,8ft650nzjljvi1irb5vg3zqxg,De Graafschap,xcevba75jfkrg4s6tl89zl3y,5,1,Substitute,NaN,Attacker,2,3,NaN,NaN,NaN,NaN,NaN,2,2,NaN,10,NaN,NaN,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,3,NLD,Eerste_Divisie
S. Kremers,ed0pwegj0n6iwb6oa52obcsgk,De Graafschap,xcevba75jfkrg4s6tl89zl3y,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
M. Rijks,dodkgckgbecal0vivr1jf0hzo,De Graafschap,xcevba75jfkrg4s6tl89zl3y,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
J. Simons,dx7uyozr8fv3s4c0vuyek2904,De Graafschap,xcevba75jfkrg4s6tl89zl3y,1,NaN,Substitute,NaN,Midfielder,8,2,4,1,2,1,2,8,13,3,45,6,NaN,4,12,5,7,1,NaN,1,3,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,7,NLD,Eerste_Divisie
K. Symons,5sdawt3pto3usofebgsivfg2c,De Graafschap,xcevba75jfkrg4s6tl89zl3y,3,1,Substitute,NaN,Defender,7,NaN,1,1,3,NaN,NaN,4,12,5,21,3,1,NaN,8,3,5,NaN,NaN,NaN,NaN,1,1,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,8,NLD,Eerste_Divisie
Y. Schoonderwaldt,49pcpdulrofklvwsde6ohkkq,VVV,cv5ftekuejf0ryxvd5h2my47r,NaN,NaN,Goalkeeper,Centre,NaN,16,NaN,NaN,NaN,11,3,NaN,5,27,12,90,23,3,11,19,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,15,NLD,Eerste_Divisie
P. Heise,1x31yxm68qxel6095pq33sdzp,VVV,cv5ftekuejf0ryxvd5h2my47r,2,NaN,Defender,Left,NaN,18,1,5,9,4,NaN,NaN,15,21,5,62,6,5,1,22,9,10,2,NaN,2,1,NaN,5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,9,NLD,Eerste_Divisie
T. Reinders,3fpjd1tlt2lqs2mgc3f5p4ftg,VVV,cv5ftekuejf0ryxvd5h2my47r,2,NaN,Defender,Left/Centre,NaN,30,2,5,NaN,19,NaN,1,12,35,20,90,9,3,1,16,5,6,1,2,1,1,1,NaN,1,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,8,NLD,Eerste_Divisie
G. Blancquart,bp62md9v27of9m13epxrd8etw,VVV,cv5ftekuejf0ryxvd5h2my47r,6,2,Defender,Centre/Right,NaN,21,1,6,NaN,23,1,1,6,30,27,90,8,4,1,11,2,5,NaN,2,NaN,NaN,1,NaN,1,NaN,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,10,NLD,Eerste_Divisie
M. Davis,a99aequhb30t3b8nzgw3zgmqc,VVV,cv5ftekuejf0ryxvd5h2my47r,5,NaN,Defender,Right,NaN,24,3,6,4,11,NaN,1,13,34,15,76,14,11,4,19,9,14,NaN,4,NaN,3,3,NaN,3,NaN,2,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,19,NLD,Eerste_Divisie
N. Foor,4qyx713hq3c6d5lwdfp98jd1x,VVV,cv5ftekuejf0ryxvd5h2my47r,4,NaN,Midfielder,Left/Centre,NaN,13,1,4,3,4,1,NaN,12,17,5,61,9,3,1,18,7,8,NaN,NaN,1,NaN,NaN,2,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,1,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,9,NLD,Eerste_Divisie
J. Eijgenraam,9aj2e1c30c8i3h6iff0k4dmac,VVV,cv5ftekuejf0ryxvd5h2my47r,1,NaN,Midfielder,Centre,NaN,20,1,5,2,10,NaN,1,10,29,11,90,11,7,2,18,5,11,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,10,NLD,Eerste_Divisie
J. Triep,dt5i1wwynh0nwwfwit6d9wj6c,VVV,cv5ftekuejf0ryxvd5h2my47r,2,1,Midfielder,Centre/Right,NaN,7,NaN,NaN,1,2,4,NaN,5,14,5,90,7,1,6,9,3,7,NaN,NaN,1,2,NaN,NaN,NaN,NaN,4,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,11,NLD,Eerste_Divisie
L. Kromah,63h1tm6at6eqbicao9ro3y8h6,VVV,cv5ftekuejf0ryxvd5h2my47r,6,1,Striker,Left/Centre,NaN,3,3,3,NaN,1,1,2,2,6,2,62,3,NaN,2,4,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,2,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,7,NLD,Eerste_Divisie
D. Zandbergen,3debocz6xsfq8wa6stfo0ld78,VVV,cv5ftekuejf0ryxvd5h2my47r,7,5,Striker,Centre,NaN,10,1,5,1,4,NaN,NaN,8,16,5,90,2,1,3,15,5,9,NaN,4,NaN,1,NaN,1,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,10,NLD,Eerste_Divisie
N. Matoug,cc3wslype2ua1sisrnkwdmm1g,VVV,cv5ftekuejf0ryxvd5h2my47r,2,1,Striker,Centre/Right,NaN,7,NaN,NaN,8,5,1,NaN,4,13,8,62,5,3,1,13,2,4,1,NaN,2,NaN,NaN,6,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,12,NLD,Eerste_Divisie
N. Ait Mouhou,aya1f96mopw1ckdixietbw650,VVV,cv5ftekuejf0ryxvd5h2my47r,1,NaN,Substitute,NaN,Midfielder,3,NaN,2,2,NaN,NaN,NaN,4,7,1,29,3,3,1,7,3,6,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,1,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,5,NLD,Eerste_Divisie
T. Doornbusch,1evsz02au0pu4a1tmzn5s27hm,VVV,cv5ftekuejf0ryxvd5h2my47r,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
T. Joosten,kq7kawey1m70fe9e0nstsbh0,VVV,cv5ftekuejf0ryxvd5h2my47r,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
D. Saddiki,pgyt3j19g11v27qx998bgmi1,VVV,cv5ftekuejf0ryxvd5h2my47r,4,1,Substitute,NaN,Midfielder,8,1,2,2,2,2,1,6,10,3,30,4,NaN,3,8,3,4,NaN,1,NaN,1,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,4,NLD,Eerste_Divisie
Z. Taylan,15vy01ari9zw90w9ad1obpiqc,VVV,cv5ftekuejf0ryxvd5h2my47r,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
L. Verheij,5h0gir3drk7kg04vywrawvok4,VVV,cv5ftekuejf0ryxvd5h2my47r,1,NaN,Substitute,NaN,Midfielder,3,1,3,1,1,NaN,NaN,2,4,1,15,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,5,NLD,Eerste_Divisie
L. Wehmeyer,49zitlyt01houmqy6hk04x36y,VVV,cv5ftekuejf0ryxvd5h2my47r,3,NaN,Substitute,NaN,Attacker,5,NaN,3,4,1,1,NaN,6,7,1,29,3,2,1,13,4,6,NaN,1,1,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,9,NLD,Eerste_Divisie
L. de Blok,2aazq7pnf2758w8zm21chnn6c,VVV,cv5ftekuejf0ryxvd5h2my47r,1,NaN,Substitute,NaN,Defender,5,1,2,3,2,1,1,4,6,2,29,4,1,1,7,4,5,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,5,NLD,Eerste_Divisie
B. van Zijl,6bnq57f0gdozlkhnrh0pywhec,VVV,cv5ftekuejf0ryxvd5h2my47r,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,De Graafschap vs VVV,bz1ytb6nvt5rj322vs4jh2bys,2025-08-08,NaN,NLD,Eerste_Divisie
P. van de Merbel,8gkh6rsfo2tsrsiirv05bm1yi,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,NaN,NaN,Goalkeeper,Centre,NaN,28,NaN,NaN,NaN,29,2,NaN,1,31,31,90,14,NaN,9,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,6,NLD,Eerste_Divisie
N. de Groot,7eq1j570gbj6tzw9d1btzwnis,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,1,1,Defender,Left,NaN,44,NaN,3,2,30,2,NaN,14,48,32,90,16,3,3,17,5,6,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,8,NLD,Eerste_Divisie
R. Akmum,55nra47i364xh4jpkmo93rzai,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,1,NaN,Defender,Left/Centre,NaN,49,NaN,1,NaN,44,2,NaN,10,59,51,90,28,2,3,13,1,2,NaN,NaN,NaN,1,2,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4222,1,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,10,NLD,Eerste_Divisie
T. van Grunsven,abgkpku77iidahswqpvce5gtm,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,2,1,Defender,Centre/Right,NaN,43,1,6,3,36,4,1,8,51,37,90,20,7,4,15,4,8,NaN,2,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,8,NLD,Eerste_Divisie
Jeffry Fortes,abgzge9xy445z8rdwa2mcapqt,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,2,NaN,Defender,Right,NaN,29,NaN,4,3,18,4,NaN,12,33,19,90,13,5,6,16,7,10,NaN,2,NaN,2,1,1,1,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4222,1,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,8,NLD,Eerste_Divisie
M. Laros,1sen629boi0hw3nu8r0d7r3mc,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,3,NaN,Defensive Midfielder,Left/Centre,NaN,25,NaN,5,1,13,1,NaN,14,31,13,90,7,3,7,20,6,8,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,9,NLD,Eerste_Divisie
K. Felida,5cvstzkb7l1zxapx0dt4zjkoa,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,3,NaN,Defensive Midfielder,Centre/Right,NaN,40,1,5,5,23,1,NaN,17,45,24,90,12,4,3,21,8,10,2,NaN,3,NaN,2,NaN,2,1,2,NaN,NaN,2,NaN,NaN,NaN,1,1,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,10,NLD,Eerste_Divisie
I. Boumassaoudi,c3s5vyh6qumj0mv9jsgxrx82c,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,5,3,Attacking Midfielder,Left/Centre,NaN,32,2,6,NaN,14,2,1,19,36,15,90,7,4,5,23,12,13,NaN,2,NaN,2,NaN,1,NaN,5,8,5,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,13,NLD,Eerste_Divisie
D. Verbeek,74x54r0698ug6gzk9jwd86pxx,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,4,NaN,Attacking Midfielder,Centre/Right,NaN,40,2,3,4,8,4,1,33,46,11,90,19,10,8,38,18,22,NaN,NaN,NaN,4,NaN,NaN,NaN,1,6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,12,NLD,Eerste_Divisie
T. van Leeuwen,1g9raiu2poutpdgjq7dmk4oru,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,9,1,Striker,Left/Centre,NaN,25,1,NaN,1,11,2,NaN,14,31,11,61,11,3,5,21,10,13,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,3,NaN,NaN,NaN,1,1,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,15,NLD,Eerste_Divisie
K. Monzialo,7z4xk0wdxq9nwi44lsvou663u,Den Bosch,eh54mfvjtrttgsg1wbjnvxcqz,8,3,Striker,Centre/Right,NaN,15,2,3,3,5,1,NaN,11,20,6,72,4,2,2,16,9,12,5,NaN,5,1,NaN,2,NaN,NaN,5,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4222,NaN,Den Bosch vs Ajax II,bzlw6m44rq8c53b2wrp0fmihg,2025-08-08,12,NLD,Eerste_Divisie
