player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date
N. Grigoryan,e0puujgcvrnkh9j1ozrlh476y,3p3r3bt8hqpia1j9kr9olotwq,3,NaN,Striker,Centre/Right,NaN,25,3,5,1,6,NaN,1,22,33,7,75,8,2,NaN,30,16,21,2,1,2,NaN,NaN,1,NaN,2,8,2,1,NaN,NaN,NaN,NaN,3,2,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
C. Casap,cybyovn4dy1kl3ijuhn1qecid,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
I. Cercel,capp2vkwg9u5nsrnbyw67nx1w,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
A. Ciobanu,4yo4mpxj9i0z3d8h65173jyl1,3p3r3bt8hqpia1j9kr9olotwq,3,NaN,Substitute,NaN,Midfielder,19,2,3,5,2,NaN,NaN,19,24,4,45,9,2,4,26,10,11,1,1,1,4,NaN,3,NaN,3,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
V. Dican,7j3iii3ymt36kf9hy0tmncx9m,3p3r3bt8hqpia1j9kr9olotwq,3,1,Substitute,NaN,Midfielder,27,1,2,2,19,NaN,NaN,8,27,19,29,7,2,NaN,8,2,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
I. Doicaru,9s2lw9zz0u59yfe3fw18wvjtg,3p3r3bt8hqpia1j9kr9olotwq,2,NaN,Substitute,NaN,Attacker,5,4,5,2,1,NaN,4,4,5,1,15,2,NaN,NaN,6,4,4,NaN,NaN,NaN,NaN,NaN,1,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
R. Ducan,4xtzb2xky52bw0sv2655k9sve,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
Ș. Duțu,7ljtiazx4rfjedd2p3jed5as,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
G. Dănuleasă,2s2cng86esnfnjk4bvp9cfdka,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
D. Grosu,89hii3nbtvm08wskpz9c3gewa,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
G. Iancu,8znu27r0uvjeo8rhs8s8yorth,3p3r3bt8hqpia1j9kr9olotwq,4,1,Substitute,NaN,Attacker,11,2,2,2,2,1,NaN,10,18,2,45,5,3,4,17,9,15,2,1,2,3,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,1,NaN,2,2,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
N. Popescu,6fg44qt2m141gxckmyrm2ib1m,3p3r3bt8hqpia1j9kr9olotwq,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
E. Radaslavescu,b06yq8atz1jkh1hphirjc2c8a,3p3r3bt8hqpia1j9kr9olotwq,1,1,Substitute,NaN,Midfielder,6,NaN,NaN,NaN,NaN,NaN,NaN,6,7,NaN,15,2,1,1,7,3,4,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
D. Rusu,ah3ok27jqwi5ycykstxi6374l,9m5ohkupwmvwc87v4gjj2vw4w,NaN,NaN,Goalkeeper,Centre,NaN,4,NaN,NaN,1,5,NaN,NaN,6,5,5,90,25,12,5,24,3,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
C. Toma,6w6ivye4rtw9kky9p6or1nu1h,9m5ohkupwmvwc87v4gjj2vw4w,6,1,Defender,Left,NaN,12,NaN,3,8,8,7,NaN,7,23,10,90,20,5,8,21,2,8,NaN,NaN,2,1,NaN,4,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
D. Pospelov,4ketrejl0saybyzeiyf3zstsl,9m5ohkupwmvwc87v4gjj2vw4w,4,3,Defender,Left/Centre,NaN,14,NaN,6,NaN,15,2,NaN,1,18,16,90,4,2,4,4,NaN,2,NaN,5,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
P. Antoche,8k30urkv95hzgtxp1xjvgygnp,9m5ohkupwmvwc87v4gjj2vw4w,1,1,Defender,Centre/Right,NaN,9,NaN,2,NaN,9,1,NaN,2,13,10,90,5,1,1,5,1,1,NaN,1,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
P. Medina,50gkeyb96hmgb5bjc5lfiqstm,9m5ohkupwmvwc87v4gjj2vw4w,3,2,Defender,Right,NaN,10,1,8,3,6,5,1,4,23,13,90,19,6,7,12,2,6,NaN,NaN,NaN,1,1,2,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
O. Perianu,bf12w44ndq105vw0m1kea6rfu,9m5ohkupwmvwc87v4gjj2vw4w,6,NaN,Defensive Midfielder,Left/Centre,NaN,6,NaN,4,NaN,4,1,NaN,2,8,5,55,3,2,2,3,2,3,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
A. López,4mwwcjl0g0kw75m4w07x1d5ka,9m5ohkupwmvwc87v4gjj2vw4w,9,3,Defensive Midfielder,Centre/Right,NaN,19,1,5,NaN,13,4,NaN,7,33,17,90,23,7,9,17,3,8,NaN,1,NaN,5,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
C. Afalna,5opk1k2xm439iyjp3oghextlg,9m5ohkupwmvwc87v4gjj2vw4w,8,2,Attacking Midfielder,Left,NaN,12,4,9,1,4,1,NaN,8,19,6,81,9,3,4,14,7,9,1,1,1,3,NaN,1,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
F. Purece,az0k3c5uu9fi38mi03a0nl591,9m5ohkupwmvwc87v4gjj2vw4w,3,1,Attacking Midfielder,Centre,NaN,13,NaN,2,4,7,NaN,NaN,7,18,8,73,7,3,1,13,4,6,1,NaN,1,1,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
S. Camara,2rauk342fm2yqtx3ltgdyf2ll,9m5ohkupwmvwc87v4gjj2vw4w,4,2,Attacking Midfielder,Right,NaN,10,2,2,3,6,2,1,4,14,7,73,5,1,3,8,2,3,NaN,1,1,1,1,1,1,1,1,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
J. Gele,c6et7ulf1i8cxep34pt0yu4lx,9m5ohkupwmvwc87v4gjj2vw4w,5,3,Striker,Centre,NaN,10,4,6,1,5,NaN,3,6,21,6,55,9,5,2,16,5,12,1,2,1,2,NaN,NaN,NaN,NaN,3,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
A. Aganović,b95aye5e2ftmom15zlm2d85w5,9m5ohkupwmvwc87v4gjj2vw4w,2,NaN,Substitute,NaN,Midfielder,2,NaN,3,NaN,1,NaN,NaN,2,4,1,17,2,2,NaN,4,2,3,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
C. Bărbuț,1lndkkiboh743i71r98zyprdh,9m5ohkupwmvwc87v4gjj2vw4w,1,NaN,Substitute,NaN,Midfielder,NaN,1,3,1,NaN,2,NaN,NaN,3,1,17,1,NaN,2,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
I. Coadă,9oe8hkf073webbx9ovc7xcep6,9m5ohkupwmvwc87v4gjj2vw4w,2,NaN,Substitute,NaN,Midfielder,4,NaN,5,NaN,3,3,NaN,1,5,3,35,2,1,3,2,1,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
A. Dinu,5z6scumxoa4ukhuh7qyd54voq,9m5ohkupwmvwc87v4gjj2vw4w,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
A. Dorobanțu,dqc1eqmwe00wturh39maiwwes,9m5ohkupwmvwc87v4gjj2vw4w,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
F. Ilie,eq4qhpv3pyi64x61sz8nysdpm,9m5ohkupwmvwc87v4gjj2vw4w,4,4,Substitute,NaN,Attacker,2,NaN,2,NaN,1,NaN,NaN,1,2,1,9,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
S. Krell,4q28lr7dechtlw4c39wbwwyxh,9m5ohkupwmvwc87v4gjj2vw4w,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
M. Lemnaru,d82u0u8y24ica6dkmuetstiei,9m5ohkupwmvwc87v4gjj2vw4w,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
Ș. Pacionel,p8rl7k373q8lev45mcvziw6i,9m5ohkupwmvwc87v4gjj2vw4w,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
L. Vlăsceanu,8czzirtqwsgyg3cm2eg70t79w,9m5ohkupwmvwc87v4gjj2vw4w,3,1,Substitute,NaN,Defender,3,3,2,NaN,1,3,2,2,9,4,35,3,2,3,5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
D. Şerbănică,4dalhq4z55w9y4x6jua35k76y,9m5ohkupwmvwc87v4gjj2vw4w,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,FCV Farul Constanţa vs Unirea Slobozia,c2nezbaj1d9sd3manicbt1qms,2024-07-12
C. Căbuz,9dlzko6w84lgxuegjv7hyraol,emg199zltqfkhovwtju2g9vrg,NaN,NaN,Goalkeeper,Centre,NaN,8,NaN,1,NaN,10,1,NaN,2,12,13,90,11,3,14,7,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
A. Oroian,1wldjgwjqpdd69pgf95kv2e0a,emg199zltqfkhovwtju2g9vrg,1,NaN,Defender,Left,NaN,23,NaN,4,1,14,3,NaN,10,29,15,71,12,6,3,15,4,6,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
F. Bejan,b1kwnamo8skspileinfczolat,emg199zltqfkhovwtju2g9vrg,2,1,Defender,Left/Centre,NaN,49,NaN,6,NaN,42,4,NaN,9,54,44,90,22,4,4,13,2,4,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
V. Găman,1dsz3l1g2a1mwy54pzxyal32t,emg199zltqfkhovwtju2g9vrg,1,1,Defender,Centre/Right,NaN,41,NaN,3,NaN,34,4,NaN,9,45,36,90,20,6,4,13,5,6,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
T. Căpușă,20ab99akn24uy1k65ofxrjfmd,emg199zltqfkhovwtju2g9vrg,2,1,Defender,Right,NaN,21,NaN,2,4,10,4,NaN,14,29,16,85,15,3,4,17,5,6,3,1,3,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,3,,,NaN,NaN,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
Ianis Stoica,qnsnqdqm51676zz6cn4ypjsa,emg199zltqfkhovwtju2g9vrg,6,NaN,Midfielder,Left,NaN,8,1,4,6,3,NaN,1,6,13,5,90,4,1,3,11,3,5,2,NaN,2,3,1,3,1,1,3,1,NaN,NaN,1,,,3,1,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
A. Murgia,95mv4earpbvhk8v20flzmrhsl,emg199zltqfkhovwtju2g9vrg,7,NaN,Midfielder,Left/Centre,NaN,37,2,5,1,22,4,1,16,39,22,90,17,8,8,18,9,10,1,NaN,1,3,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,,,NaN,NaN,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
C. Biceanu,8wif7jsnn1phsr6bjb0caea51,emg199zltqfkhovwtju2g9vrg,2,1,Midfielder,Centre/Right,NaN,23,NaN,4,NaN,16,1,NaN,8,27,17,63,7,5,2,11,5,8,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
S. Balaure,9ekqknv27cjm0mf6qiosjz4k5,emg199zltqfkhovwtju2g9vrg,5,1,Midfielder,Right,NaN,21,2,2,3,8,NaN,NaN,13,29,12,90,7,1,2,19,8,12,NaN,NaN,NaN,2,2,2,2,1,2,1,NaN,NaN,NaN,,,1,1,NaN,NaN,442,,Hermannstadt vs Universitatea Craiova,c1nyqfn45uecpr10k0izud5as,2024-07-12
